20:05:42 | INFO    | main | 🚀 Starting Domain Searcher on 0.0.0.0:8000
21:32:24 | INFO    | scraper | 🔒 Browser closed
21:38:15 | INFO    | main | 🚀 Starting Domain Searcher on 0.0.0.0:8000
21:38:29 | INFO    | main | 🔌 WebSocket connected
21:38:29 | INFO    | main | 🎯 Search started: target=10 domains
21:38:30 | INFO    | scraper | ♻️  Reusing saved session from auth.json
21:38:31 | INFO    | scraper | ✅ Browser started (headless=True)
21:38:31 | INFO    | scraper | Keys: Verifying saved session...
21:38:32 | INFO    | scraper | 📍 Verification page loaded: https://www.expireddomains.net/login/
21:38:35 | INFO    | scraper | 📍 Current URL: https://www.expireddomains.net/login/
21:38:35 | INFO    | scraper | 📄 Page Title: Login
21:38:35 | WARNING | scraper | 📍 Redirected to login page. Session is likely invalid.
21:38:35 | ERROR   | scraper | ❌ Session expired or invalid. Current URL: https://www.expireddomains.net/login/. Screenshot saved to C:\Users\Alex\OneDrive\Рабочий стол\Agents\Scripts\domain_searcher\session_fail.png. Delete auth.json and run 'python auth_setup.py' again.
21:38:35 | INFO    | scraper | 🔒 Browser closed
21:46:46 | INFO    | main | 🚀 Starting Domain Searcher on 0.0.0.0:8000
21:50:29 | INFO    | main | 🔌 WebSocket connected
21:50:29 | INFO    | main | 🎯 Search started: target=10 domains
21:50:30 | INFO    | scraper | ♻️  Reusing saved session from auth.json
21:50:30 | INFO    | scraper | ✅ Browser started (headless=True)
21:50:30 | INFO    | scraper | Keys: Verifying saved session...
21:50:35 | INFO    | scraper | 📍 Warmed up on www: https://member.expireddomains.net/
21:50:36 | INFO    | scraper | 📍 Verification page loaded: https://member.expireddomains.net/
21:50:39 | INFO    | scraper | 📍 Current URL: https://member.expireddomains.net/
21:50:39 | INFO    | scraper | 📄 Page Title: Homepage » ExpiredDomains.net
21:50:39 | INFO    | scraper | ✅ Session valid — already authenticated!
21:50:40 | INFO    | scraper | 📍 Arrived at Deleted .com section: https://member.expireddomains.net/domains/expiredcom/
21:50:42 | INFO    | scraper | 🚀 Submitting filters...
21:51:12 | WARNING | scraper | ⚠️ Filter/sort step had issues: ElementHandle.click: Timeout 30000ms exceeded.
Call log:
  - attempting click action
    2 × waiting for element to be visible, enabled and stable
      - element is not visible
    - retrying click action
    - waiting 20ms
    2 × waiting for element to be visible, enabled and stable
      - element is not visible
    - retrying click action
      - waiting 100ms
    58 × waiting for element to be visible, enabled and stable
       - element is not visible
     - retrying click action
       - waiting 500ms
. Continuing...
21:51:12 | INFO    | scraper | 📄 Scraping page 2...
21:51:15 | WARNING | scraper |    ⚠️ No rows found on page 2. Screenshot saved to C:\Users\Alex\OneDrive\Рабочий стол\Agents\Scripts\domain_searcher\search_fail_p2.png
21:51:15 | INFO    | scraper |    Found 0 rows on page 2
21:51:15 | INFO    | scraper | 📄 Scraping page 3...
21:51:18 | WARNING | scraper |    ⚠️ No rows found on page 3. Screenshot saved to C:\Users\Alex\OneDrive\Рабочий стол\Agents\Scripts\domain_searcher\search_fail_p3.png
21:51:18 | INFO    | scraper |    Found 0 rows on page 3
21:51:18 | INFO    | scraper | 📄 Scraping page 4...
21:51:21 | WARNING | scraper |    ⚠️ No rows found on page 4. Screenshot saved to C:\Users\Alex\OneDrive\Рабочий стол\Agents\Scripts\domain_searcher\search_fail_p4.png
21:51:21 | INFO    | scraper |    Found 0 rows on page 4
21:51:21 | INFO    | scraper | 📄 Scraping page 5...
21:51:25 | WARNING | scraper |    ⚠️ No rows found on page 5. Screenshot saved to C:\Users\Alex\OneDrive\Рабочий стол\Agents\Scripts\domain_searcher\search_fail_p5.png
21:51:25 | INFO    | scraper |    Found 0 rows on page 5
21:51:25 | INFO    | scraper | 📄 Scraping page 6...
21:51:28 | WARNING | scraper |    ⚠️ No rows found on page 6. Screenshot saved to C:\Users\Alex\OneDrive\Рабочий стол\Agents\Scripts\domain_searcher\search_fail_p6.png
21:51:28 | INFO    | scraper |    Found 0 rows on page 6
21:51:28 | INFO    | scraper | 🏁 Scraping complete. Found 0 candidates.
21:51:28 | INFO    | scraper | 🔒 Browser closed
21:57:16 | INFO    | main | 🚀 Starting Domain Searcher on 0.0.0.0:8000
21:57:21 | INFO    | main | 🔌 WebSocket connected
21:57:21 | INFO    | main | 🎯 Search started: target=10 domains
21:57:22 | INFO    | scraper | ♻️  Reusing saved session from auth.json
21:57:22 | INFO    | scraper | ✅ Browser started (headless=True)
21:57:22 | INFO    | scraper | Keys: Verifying saved session...
21:57:26 | INFO    | scraper | 📍 Warmed up on www: https://www.expireddomains.net/
21:57:27 | INFO    | scraper | 📍 Verification page loaded: https://member.expireddomains.net/
21:57:30 | INFO    | scraper | 📍 Current URL: https://member.expireddomains.net/
21:57:30 | INFO    | scraper | 📄 Page Title: Homepage » ExpiredDomains.net
21:57:30 | INFO    | scraper | ✅ Session valid — already authenticated!
21:57:31 | INFO    | scraper | 📍 Arrived at Deleted .com section: https://member.expireddomains.net/domains/expiredcom/
21:57:35 | INFO    | scraper | 🔘 Clicking 'Show Filter'...
21:57:36 | INFO    | scraper | 📅 Setting age filter in dropdown...
21:57:36 | INFO    | scraper | 🚀 Submitting filters...
21:57:46 | INFO    | scraper | 📊 Sorted by BL (descending)
21:57:46 | INFO    | scraper | 📍 Final search URL after filters: https://member.expireddomains.net/domains/expiredcom/?o=bl&r=a&fwhoisage=2010#listing
21:57:46 | INFO    | scraper | 📄 Scraping page 2...
21:57:49 | WARNING | scraper |    ⚠️ No rows found on page 2. Screenshot saved to C:\Users\Alex\OneDrive\Рабочий стол\Agents\Scripts\domain_searcher\search_fail_p2.png
21:57:50 | INFO    | scraper |    Found 0 rows on page 2
21:57:50 | INFO    | scraper | 📄 Scraping page 3...
21:57:53 | WARNING | scraper |    ⚠️ No rows found on page 3. Screenshot saved to C:\Users\Alex\OneDrive\Рабочий стол\Agents\Scripts\domain_searcher\search_fail_p3.png
21:57:53 | INFO    | scraper |    Found 0 rows on page 3
21:57:53 | INFO    | scraper | 📄 Scraping page 4...
21:57:57 | WARNING | scraper |    ⚠️ No rows found on page 4. Screenshot saved to C:\Users\Alex\OneDrive\Рабочий стол\Agents\Scripts\domain_searcher\search_fail_p4.png
21:57:57 | INFO    | scraper |    Found 0 rows on page 4
21:57:57 | INFO    | scraper | 📄 Scraping page 5...
21:58:00 | WARNING | scraper |    ⚠️ No rows found on page 5. Screenshot saved to C:\Users\Alex\OneDrive\Рабочий стол\Agents\Scripts\domain_searcher\search_fail_p5.png
21:58:00 | INFO    | scraper |    Found 0 rows on page 5
21:58:00 | INFO    | scraper | 📄 Scraping page 6...
21:58:04 | WARNING | scraper |    ⚠️ No rows found on page 6. Screenshot saved to C:\Users\Alex\OneDrive\Рабочий стол\Agents\Scripts\domain_searcher\search_fail_p6.png
21:58:04 | INFO    | scraper |    Found 0 rows on page 6
21:58:04 | INFO    | scraper | 🏁 Scraping complete. Found 0 candidates.
21:58:04 | INFO    | scraper | 🔒 Browser closed
21:58:32 | INFO    | main | 🚀 Starting Domain Searcher on 0.0.0.0:8000
21:58:39 | INFO    | main | 🔌 WebSocket connected
21:58:39 | INFO    | main | 🎯 Search started: target=10 domains
21:58:40 | INFO    | scraper | ♻️  Reusing saved session from auth.json
21:58:40 | INFO    | scraper | ✅ Browser started (headless=True)
21:58:40 | INFO    | scraper | Keys: Verifying saved session...
21:58:41 | INFO    | scraper | 📍 Warmed up on www: https://www.expireddomains.net/
21:58:42 | INFO    | scraper | 📍 Verification page loaded: https://member.expireddomains.net/
21:58:45 | INFO    | scraper | 📍 Current URL: https://member.expireddomains.net/
21:58:45 | INFO    | scraper | 📄 Page Title: Homepage » ExpiredDomains.net
21:58:45 | INFO    | scraper | ✅ Session valid — already authenticated!
21:58:46 | INFO    | scraper | 📍 Arrived at Deleted .com section: https://member.expireddomains.net/domains/expiredcom/
21:58:49 | INFO    | scraper | 🔘 Clicking 'Show Filter'...
21:58:51 | INFO    | scraper | 📅 Setting age filter in dropdown...
21:58:51 | INFO    | scraper | 🚀 Submitting filters...
21:58:59 | INFO    | scraper | 📊 Sorted by BL (descending)
21:58:59 | INFO    | scraper | 📍 Final search URL after filters: https://member.expireddomains.net/domains/expiredcom/?o=bl&r=a&fwhoisage=2010#listing
21:58:59 | INFO    | scraper | 📄 Scraping page 2...
21:59:04 | WARNING | scraper |    ⚠️ No rows found on page 2. Screenshot saved to C:\Users\Alex\OneDrive\Рабочий стол\Agents\Scripts\domain_searcher\search_fail_p2.png
21:59:04 | INFO    | scraper |    Found 0 rows on page 2
21:59:04 | INFO    | scraper | 📄 Scraping page 3...
21:59:07 | WARNING | scraper |    ⚠️ No rows found on page 3. Screenshot saved to C:\Users\Alex\OneDrive\Рабочий стол\Agents\Scripts\domain_searcher\search_fail_p3.png
21:59:07 | INFO    | scraper |    Found 0 rows on page 3
21:59:07 | INFO    | scraper | 📄 Scraping page 4...
21:59:10 | WARNING | scraper |    ⚠️ No rows found on page 4. Screenshot saved to C:\Users\Alex\OneDrive\Рабочий стол\Agents\Scripts\domain_searcher\search_fail_p4.png
21:59:10 | INFO    | scraper |    Found 0 rows on page 4
21:59:10 | INFO    | scraper | 📄 Scraping page 5...
21:59:14 | WARNING | scraper |    ⚠️ No rows found on page 5. Screenshot saved to C:\Users\Alex\OneDrive\Рабочий стол\Agents\Scripts\domain_searcher\search_fail_p5.png
21:59:14 | INFO    | scraper |    Found 0 rows on page 5
21:59:14 | INFO    | scraper | 📄 Scraping page 6...
21:59:19 | WARNING | scraper |    ⚠️ No rows found on page 6. Screenshot saved to C:\Users\Alex\OneDrive\Рабочий стол\Agents\Scripts\domain_searcher\search_fail_p6.png
21:59:19 | INFO    | scraper |    Found 0 rows on page 6
21:59:19 | INFO    | scraper | 🏁 Scraping complete. Found 0 candidates.
21:59:19 | INFO    | scraper | 🔒 Browser closed
22:03:11 | INFO    | main | 🔌 WebSocket connected
22:03:11 | INFO    | main | 🎯 Search started: target=10 domains
22:03:12 | INFO    | scraper | ♻️  Reusing saved session from auth.json
22:03:12 | INFO    | scraper | ✅ Browser started (headless=True)
22:03:12 | INFO    | scraper | Keys: Verifying saved session...
22:03:13 | INFO    | scraper | 📍 Warmed up on www: https://www.expireddomains.net/
22:03:14 | INFO    | scraper | 📍 Verification page loaded: https://member.expireddomains.net/
22:03:17 | INFO    | scraper | 📍 Current URL: https://member.expireddomains.net/
22:03:17 | INFO    | scraper | 📄 Page Title: Homepage » ExpiredDomains.net
22:03:17 | INFO    | scraper | ✅ Session valid — already authenticated!
22:03:18 | INFO    | scraper | 📍 Arrived at Deleted .com section: https://member.expireddomains.net/domains/expiredcom/
22:03:21 | INFO    | scraper | 🔘 Clicking 'Show Filter'...
22:03:23 | INFO    | scraper | 📅 Setting age filter in dropdown...
22:03:23 | INFO    | scraper | 🚀 Submitting filters...
22:03:33 | INFO    | scraper | 📊 Sorted by BL (descending)
22:03:33 | INFO    | scraper | 📍 Final search URL after filters: https://member.expireddomains.net/domains/expiredcom/?o=bl&r=a&fwhoisage=2010#listing
22:03:33 | INFO    | scraper | 📄 Scraping page 2...
22:03:37 | WARNING | scraper |    ⚠️ No rows found on page 2. Screenshot saved to C:\Users\Alex\OneDrive\Рабочий стол\Agents\Scripts\domain_searcher\search_fail_p2.png
22:03:37 | INFO    | scraper |    Found 0 rows on page 2
22:03:37 | INFO    | scraper | 📄 Scraping page 3...
22:03:41 | WARNING | scraper |    ⚠️ No rows found on page 3. Screenshot saved to C:\Users\Alex\OneDrive\Рабочий стол\Agents\Scripts\domain_searcher\search_fail_p3.png
22:03:41 | INFO    | scraper |    Found 0 rows on page 3
22:03:41 | INFO    | scraper | 📄 Scraping page 4...
22:03:46 | WARNING | scraper |    ⚠️ No rows found on page 4. Screenshot saved to C:\Users\Alex\OneDrive\Рабочий стол\Agents\Scripts\domain_searcher\search_fail_p4.png
22:03:46 | INFO    | scraper |    Found 0 rows on page 4
22:03:46 | INFO    | scraper | 📄 Scraping page 5...
22:03:48 | WARNING | scraper |    ⚠️ No rows found on page 5. Screenshot saved to C:\Users\Alex\OneDrive\Рабочий стол\Agents\Scripts\domain_searcher\search_fail_p5.png
22:03:49 | INFO    | scraper |    Found 0 rows on page 5
22:03:49 | INFO    | scraper | 📄 Scraping page 6...
22:03:52 | WARNING | scraper |    ⚠️ No rows found on page 6. Screenshot saved to C:\Users\Alex\OneDrive\Рабочий стол\Agents\Scripts\domain_searcher\search_fail_p6.png
22:03:52 | INFO    | scraper |    Found 0 rows on page 6
22:03:52 | INFO    | scraper | 🏁 Scraping complete. Found 0 candidates.
22:03:52 | INFO    | scraper | 🔒 Browser closed
22:03:59 | INFO    | main | 🚀 Starting Domain Searcher on 0.0.0.0:8000
22:04:02 | INFO    | main | 🔌 WebSocket connected
22:04:02 | INFO    | main | 🎯 Search started: target=10 domains
22:04:03 | INFO    | scraper | ♻️  Reusing saved session from auth.json
22:04:04 | INFO    | scraper | ✅ Browser started (headless=True)
22:04:04 | INFO    | scraper | Keys: Verifying saved session...
22:04:05 | INFO    | scraper | 📍 Warmed up on www: https://www.expireddomains.net/
22:04:05 | INFO    | scraper | 📍 Verification page loaded: https://member.expireddomains.net/
22:04:08 | INFO    | scraper | 📍 Current URL: https://member.expireddomains.net/
22:04:08 | INFO    | scraper | 📄 Page Title: Homepage » ExpiredDomains.net
22:04:08 | INFO    | scraper | ✅ Session valid — already authenticated!
22:04:09 | INFO    | scraper | 📍 Arrived at Deleted .com section: https://member.expireddomains.net/domains/expiredcom/
22:04:12 | INFO    | scraper | 🔘 Clicking 'Show Filter'...
22:04:13 | INFO    | scraper | 📅 Setting age filter in dropdown...
22:04:13 | INFO    | scraper | 🚀 Submitting filters...
22:04:19 | INFO    | scraper | 📍 Final search URL after filters: https://member.expireddomains.net/domains/expiredcom/?o=bl&r=d&fwhoisage=2010#listing
22:04:19 | INFO    | scraper | 📄 Scraping page 2...
22:04:29 | WARNING | scraper |    🕒 Timeout waiting for table#listing on page 2
